age,gender,education,marital_status,workclass,occupation,hours_per_week,capital_gain,capital_loss,native_country,annual_income,loan_status,experience_years,job_satisfaction,bmi,smoking_status,physical_activity,credit_score,disease_risk
28.0,0,1,1,3,0,19.0,4472.0,755.0,1,105314.0,1,6.0,2.0,28.3,1,0,433.0,1.0
64.0,0,3,1,0,3,57.0,6207.0,2132.0,2,44176.0,1,14.0,1.0,28.2,2,1,632.0,0.0
69.0,1,0,1,0,4,74.0,4877.0,8221.0,3,81516.0,1,3.0,1.0,33.5,2,1,309.0,0.0
36.0,0,1,2,3,1,36.0,29982.0,2962.0,5,49318.0,0,30.0,4.0,28.1,0,2,728.0,0.0
68.0,0,2,3,1,6,64.0,652.0,6515.0,5,72577.0,1,5.0,4.0,25.7,2,2,763.0,0.0
63.0,1,1,1,3,3,60.0,3153.0,3222.0,0,117866.0,1,6.0,3.0,31.2,0,2,378.0,0.0
36.0,0,0,0,2,4,59.0,23415.0,3525.0,5,78351.0,0,35.0,2.0,23.4,1,1,731.0,0.0
18.0,1,0,2,3,0,89.0,28020.0,218.0,5,60749.0,1,44.0,1.0,14.299999999999995,1,1,766.0,1.0
38.0,0,2,1,0,2,46.0,37841.0,1866.0,5,63209.0,1,5.0,1.0,36.2,1,1,307.0,0.0
67.0,1,1,2,1,0,65.0,18599.0,6248.0,3,59712.0,0,4.0,4.0,24.5,1,1,736.0,0.0
40.0,0,0,2,2,2,95.0,3004.0,3763.0,3,63479.0,0,37.0,3.0,30.8,2,2,326.0,1.0
53.0,0,2,1,1,5,28.0,40724.0,1745.0,1,11696.0,0,15.0,3.0,25.9,2,1,346.0,0.0
35.0,0,3,3,1,4,52.0,17735.0,8935.0,5,106296.0,1,36.0,2.0,28.6,2,0,492.0,0.0
57.0,0,2,3,1,3,84.0,2572.0,9092.0,1,52864.0,0,23.0,1.0,23.3,2,1,362.0,0.0
25.0,0,1,0,3,6,66.0,8811.0,9858.0,5,98291.0,0,27.0,1.0,26.8,2,0,811.0,0.0
18.0,1,0,1,1,0,46.0,19228.0,180.0,2,68088.0,1,24.0,3.0,29.5,0,2,589.0,0.0
28.0,1,2,2,0,2,33.0,22028.0,9803.0,5,47141.0,1,14.0,2.0,31.6,0,2,773.0,0.0
54.0,1,1,3,1,0,83.0,24065.0,5148.0,3,69992.5,1,29.0,4.0,28.4,2,2,375.0,0.0
35.0,1,2,0,1,5,149.0,31100.0,7557.0,5,133984.5,0,20.0,1.0,39.900000000000006,2,2,439.0,0.0
26.0,1,0,0,2,4,58.0,44862.0,2970.0,3,47549.0,1,9.0,1.0,27.5,2,1,807.0,0.0
51.0,1,3,2,2,0,19.0,39630.0,3063.0,0,98619.0,1,5.0,5.0,24.0,0,2,835.0,0.0
56.0,0,1,3,3,4,35.0,30153.0,5554.0,4,75646.0,1,25.0,3.0,25.3,1,1,783.0,1.0
67.0,1,3,0,2,5,13.0,29221.0,9682.0,2,69992.5,0,1.0,5.0,26.0,0,1,821.0,0.0
51.0,0,3,3,0,0,99.0,30962.0,301.0,5,7244.5,1,0.0,5.0,17.2,1,1,391.0,0.0
50.0,0,0,3,0,3,79.0,7232.0,9346.0,2,77673.0,1,34.0,4.0,29.1,2,0,693.0,1.0
28.0,0,3,1,3,2,21.0,42675.0,5605.0,1,22671.0,0,29.0,3.0,34.5,2,1,655.0,0.0
30.0,0,2,2,2,5,66.0,17972.0,5969.0,3,58343.0,0,27.0,2.0,27.2,1,0,505.0,0.0
18.0,1,0,3,0,1,70.0,10301.0,2782.0,5,126951.0,0,29.0,5.0,33.2,2,0,425.0,0.0
58.0,0,1,1,1,4,59.0,30091.0,3816.0,2,69992.5,0,28.0,1.0,23.2,0,2,412.0,0.0
35.0,0,1,3,0,6,70.0,19833.0,7331.0,5,69992.5,1,19.0,4.0,28.6,1,0,796.0,1.0
68.0,0,0,1,1,3,29.0,42164.0,864.0,5,92036.0,0,7.0,1.0,28.2,1,0,451.0,1.0
32.0,0,2,1,3,4,99.0,23732.0,8677.0,5,54664.0,1,3.0,3.0,27.1,1,2,592.0,1.0
46.0,1,3,1,1,6,97.0,6440.0,2426.0,3,19426.0,0,18.0,1.0,23.6,0,0,301.0,0.0
58.0,0,0,0,0,5,20.0,36955.0,6491.0,5,65441.0,0,8.0,2.0,22.8,0,2,436.0,0.0
23.0,0,2,1,3,1,10.0,8778.0,3544.0,0,100463.0,1,5.0,5.0,27.9,0,1,713.0,0.0
42.0,0,2,3,3,2,13.0,3303.0,5267.0,2,95183.0,0,24.0,1.0,30.6,0,1,538.0,0.0
40.0,1,0,0,2,1,93.0,22324.0,6010.0,5,60146.0,0,42.0,1.0,23.3,2,2,589.0,0.0
52.0,0,1,3,2,0,54.0,1535.0,1890.0,1,95516.0,1,15.0,3.0,19.9,0,2,707.0,0.0
47.0,1,2,3,0,2,57.0,42224.0,9009.0,0,59830.0,1,0.0,5.0,24.1,1,0,334.0,1.0
37.0,0,1,1,3,1,96.0,27427.0,6899.0,2,90161.0,0,15.0,4.0,20.8,0,1,519.0,0.0
59.0,1,2,3,1,1,73.0,9667.0,1211.0,1,45736.0,0,3.0,1.0,23.1,0,1,477.0,0.0
68.0,0,2,2,3,1,79.0,18094.0,3463.0,2,22726.0,0,8.0,5.0,23.0,0,1,414.0,1.0
26.0,1,3,2,0,3,42.0,27018.0,5036.0,2,47635.0,0,4.0,4.0,32.1,2,0,418.0,0.0
36.0,1,1,1,0,0,77.0,22436.0,9174.0,5,77489.0,0,2.0,3.0,24.9,0,2,702.0,0.0
34.0,0,3,0,2,6,97.0,43608.0,422.0,5,67950.0,1,12.0,1.0,26.4,1,2,384.0,0.0
30.0,1,0,0,3,3,58.0,4349.0,4294.0,1,63672.0,1,18.0,1.0,22.3,1,2,593.0,0.0
43.0,1,3,0,0,5,54.0,40369.0,1383.0,5,75845.0,1,3.0,3.0,18.4,2,1,427.0,1.0
68.0,1,2,0,2,4,90.0,5664.0,2965.0,5,120675.0,0,31.0,2.0,20.5,0,1,605.0,0.0
52.0,0,0,0,1,0,32.0,8822.0,9951.0,4,21093.0,1,31.0,2.0,31.7,0,0,581.0,0.0
38.0,1,1,3,0,6,6.0,8465.0,7681.0,5,61411.0,1,8.0,3.0,27.1,2,0,386.0,0.0
26.0,0,0,1,0,2,71.0,47912.0,9906.0,4,26966.0,1,11.0,5.0,29.1,0,1,477.0,0.0
52.0,0,0,2,3,5,8.0,38727.0,7995.0,2,82183.0,0,30.0,4.0,31.3,0,1,601.0,0.0
61.0,0,0,2,0,5,27.0,39681.0,9584.0,4,112195.0,1,25.0,4.0,37.5,1,0,589.0,1.0
52.0,0,1,0,2,6,27.0,2524.0,2840.0,5,71500.0,1,14.0,3.0,27.1,1,0,366.0,0.0
37.0,1,1,2,3,1,60.0,11046.0,2970.0,0,89914.0,0,9.0,4.0,22.9,2,2,480.0,0.0
24.0,1,2,3,2,4,72.0,40110.0,2090.0,0,96845.0,1,32.0,3.0,22.2,1,1,745.0,0.0
64.0,1,3,2,1,5,18.0,47949.0,3904.0,0,29348.0,1,40.0,3.0,31.7,2,1,757.0,0.0
21.0,1,1,1,3,2,7.0,28745.0,3310.0,0,61922.0,1,6.0,2.0,21.8,1,0,573.0,1.0
58.0,0,2,0,3,2,38.0,18990.0,8435.0,1,100089.0,0,31.0,5.0,24.8,1,2,772.0,1.0
68.0,0,0,0,1,5,96.0,16032.0,3488.0,3,55773.0,1,22.0,5.0,26.4,1,2,589.0,0.0
40.0,1,1,3,0,4,8.0,10487.0,3578.0,5,75677.0,1,19.0,2.0,30.2,2,0,773.0,0.0
27.0,0,0,0,2,1,64.0,1615.0,6598.0,2,122161.0,0,27.0,1.0,28.9,0,1,493.0,1.0
58.0,0,3,3,1,6,9.0,47927.0,2573.0,5,64738.0,0,43.0,3.0,25.6,2,1,799.0,1.0
53.0,0,2,3,1,5,76.0,43256.0,5451.0,5,51276.0,1,14.0,3.0,26.4,0,0,586.0,0.0
28.0,0,3,0,0,4,33.0,29720.0,6968.0,5,50375.0,1,5.0,2.0,14.299999999999995,2,2,818.0,0.0
49.0,0,0,1,3,2,17.0,38650.0,9911.0,5,38318.0,0,42.0,2.0,37.1,0,2,822.0,0.0
49.0,0,1,3,0,1,83.0,13086.0,9836.0,3,99910.0,0,0.0,4.0,38.5,1,2,726.0,0.0
49.0,1,3,2,1,0,13.0,44738.0,2373.0,2,69264.0,0,32.0,3.0,31.6,2,0,307.0,1.0
67.0,0,2,1,0,6,81.0,35145.0,1158.0,5,90984.0,0,30.0,5.0,32.9,2,1,637.0,0.0
54.0,1,3,0,1,5,39.0,3081.0,6046.0,3,116153.0,0,42.0,4.0,31.4,2,2,736.0,0.0
52.0,0,1,1,0,2,7.0,34012.0,6253.0,5,67312.0,0,22.0,5.0,29.3,0,0,449.0,0.0
68.0,0,3,0,0,6,8.0,43041.0,7468.0,4,60792.0,0,30.0,4.0,27.8,1,1,846.0,0.0
29.0,0,1,0,2,6,70.0,14929.0,6159.0,3,71778.0,0,43.0,3.0,25.0,2,2,835.0,0.0
23.0,0,1,1,0,6,23.0,13891.0,7055.0,5,47535.0,0,10.0,1.0,26.7,2,1,589.0,0.0
33.0,0,0,1,0,5,94.0,26975.0,2430.0,5,51060.0,0,9.0,2.0,28.6,2,0,375.0,1.0
36.0,1,0,1,0,1,55.0,44372.0,6257.0,5,66589.0,1,22.0,5.0,34.0,0,0,357.0,1.0
58.0,1,0,1,3,4,42.0,42042.0,8465.0,5,52095.0,0,14.0,2.0,25.9,1,2,841.0,0.0
56.0,0,2,3,3,0,95.0,47777.0,2789.0,4,36854.0,1,6.0,5.0,30.3,0,2,535.0,0.0
57.0,0,3,2,3,3,21.0,18272.0,3059.0,0,87586.0,1,26.0,1.0,20.0,1,1,752.0,1.0
53.0,0,0,0,0,5,22.0,4350.0,457.0,3,33300.0,1,22.0,3.0,25.8,2,1,589.0,0.0
26.0,2,2,1,1,2,60.0,29125.0,5329.0,5,96428.0,0,32.0,5.0,27.1,0,1,782.0,0.0
57.0,1,2,3,0,5,9.0,30155.0,4016.0,2,41126.0,1,3.0,2.0,29.9,0,2,521.0,1.0
40.0,1,3,3,2,6,32.0,5987.0,4499.0,5,68464.0,1,14.0,5.0,27.0,0,2,453.0,0.0
54.0,1,2,1,2,5,29.0,16495.0,7627.0,1,63519.0,0,18.0,2.0,35.7,2,1,440.0,0.0
63.0,1,3,0,1,1,15.0,34556.0,4918.0,1,68500.0,0,5.0,2.0,32.4,0,1,718.0,0.0
64.0,1,1,3,1,6,28.0,20414.0,6511.0,5,35537.0,1,20.0,2.0,22.4,1,0,515.0,0.0
41.0,2,1,0,0,6,26.0,37688.0,8061.0,4,84655.0,1,22.0,4.0,19.0,0,2,483.0,1.0
46.0,1,1,2,3,5,34.0,44982.0,5509.0,5,87836.0,0,28.0,2.0,28.8,0,1,712.0,0.0
37.0,2,1,0,3,6,67.0,12710.0,6607.0,4,86993.0,1,6.0,4.0,29.5,0,2,600.0,0.0
61.0,0,2,0,1,2,88.0,34473.0,2754.0,4,74287.0,0,14.0,5.0,26.5,2,1,821.0,0.0
26.0,1,1,1,0,3,25.0,42502.0,84.0,1,77114.0,0,8.0,1.0,34.3,0,1,365.0,0.0
34.0,1,2,2,0,6,85.0,47623.0,140.0,5,107784.0,0,2.0,1.0,23.2,0,1,692.0,1.0
66.0,1,1,1,1,5,75.0,40056.0,9980.0,2,57780.0,0,9.0,5.0,20.1,2,1,589.0,0.0
47.0,1,1,1,2,0,18.0,45534.0,365.0,5,59195.0,0,41.0,5.0,31.1,1,0,756.0,0.0
38.0,1,3,0,1,3,76.0,25730.0,2293.0,0,80656.0,1,22.0,3.0,20.8,2,0,461.0,0.0
23.0,0,3,2,2,2,20.0,35235.0,7051.0,1,95842.0,1,7.0,1.0,27.2,0,1,710.0,0.0
27.0,0,2,0,2,2,82.0,22787.0,1251.0,1,67210.0,1,26.0,1.0,25.6,0,0,794.0,0.0
30.0,1,2,0,1,3,95.0,22360.0,4492.0,4,66267.0,1,15.0,4.0,22.8,1,0,668.0,1.0
30.0,0,1,0,0,5,37.0,1130.0,7356.0,5,66108.0,1,30.0,1.0,24.3,0,1,349.0,1.0
54.0,0,0,3,3,6,37.0,30623.0,7842.0,0,97597.0,0,25.0,3.0,32.6,0,1,391.0,1.0
30.0,1,0,2,3,5,58.0,43518.0,2073.0,5,96016.0,0,1.0,2.0,29.9,1,1,713.0,1.0
69.0,1,1,0,3,0,28.0,45550.0,6146.0,2,33616.0,1,14.0,2.0,27.2,2,1,677.0,0.0
28.0,0,1,3,3,1,71.0,8790.0,6562.0,0,63082.0,0,3.0,3.0,27.5,2,1,632.0,0.0
29.0,0,0,2,3,3,51.0,39893.0,472.0,2,54656.0,0,8.0,1.0,19.9,2,0,832.0,1.0
61.0,1,3,3,3,5,5.0,9772.0,9298.0,4,78655.0,0,0.0,2.0,25.4,2,1,354.0,0.0
30.0,0,3,2,3,4,57.0,48205.0,7104.0,5,82011.0,0,18.0,1.0,20.9,1,0,467.0,1.0
35.0,1,0,3,3,3,44.0,8887.0,2829.0,0,56563.0,0,23.0,2.0,34.5,1,0,596.0,1.0
24.0,0,2,0,1,5,63.0,28015.0,1435.0,3,81548.0,1,23.0,5.0,28.7,0,0,829.0,0.0
30.0,1,3,1,2,0,35.0,28209.0,2425.0,5,62193.0,1,7.0,1.0,26.8,2,2,765.0,0.0
56.0,0,0,2,3,2,93.0,28.0,6299.0,0,114820.0,1,15.0,1.0,23.4,1,1,395.0,0.0
53.0,1,1,3,3,5,22.0,35047.0,9497.0,4,69992.5,1,38.0,5.0,33.0,0,0,462.0,0.0
25.0,0,1,3,2,2,38.0,3910.0,3341.0,5,55075.0,1,28.0,1.0,33.5,1,0,526.0,0.0
27.0,0,3,2,1,5,94.0,11055.0,7462.0,5,39026.0,0,21.0,4.0,27.1,1,1,619.0,0.0
25.0,0,0,2,2,5,61.0,24219.0,4495.0,0,89673.0,0,20.0,2.0,24.8,0,1,589.0,0.0
55.0,1,3,2,0,2,36.0,40238.0,9226.0,0,89274.0,1,35.0,5.0,28.5,1,0,743.0,0.0
66.0,2,2,3,2,1,25.0,3015.0,6407.0,4,54813.0,1,44.0,5.0,31.1,0,0,444.0,1.0
26.0,0,0,1,2,3,54.0,13313.0,2596.0,0,66627.0,1,1.0,4.0,24.1,2,2,377.0,0.0
42.0,1,3,1,0,3,31.0,11068.0,1369.0,1,29424.0,0,8.0,5.0,29.3,2,1,333.0,0.0
50.0,0,0,1,0,0,66.0,26765.0,5447.0,1,65966.0,0,5.0,3.0,35.5,2,0,589.0,1.0
66.0,0,2,2,0,1,75.0,14620.0,5971.0,5,61268.0,1,15.0,1.0,28.7,1,0,818.0,1.0
29.0,1,1,3,3,3,87.0,49564.0,8743.0,2,53909.0,1,39.0,5.0,15.4,0,0,479.0,1.0
35.0,1,3,3,0,5,30.0,23326.0,6059.0,5,133984.5,1,17.0,1.0,27.7,2,0,600.0,0.0
39.0,0,0,0,3,2,28.0,47037.0,2108.0,3,69296.0,0,43.0,3.0,34.3,0,1,463.0,0.0
56.0,1,2,2,2,5,49.0,40009.0,5236.0,5,121909.0,0,12.0,4.0,25.0,0,2,673.0,0.0
65.0,1,1,1,3,5,57.0,15991.0,2067.0,4,89455.0,1,38.0,2.0,27.2,0,2,636.0,0.0
55.0,0,0,3,3,1,67.0,3984.0,6506.0,5,33951.0,0,44.0,1.0,28.6,1,1,803.0,1.0
25.0,0,1,2,3,5,88.0,45740.0,5388.0,5,69992.5,0,0.0,4.0,33.3,2,0,747.0,0.0
18.0,1,2,2,1,5,65.0,2624.0,1024.0,0,49532.0,1,26.0,2.0,37.3,2,0,386.0,0.0
26.0,1,0,1,1,5,9.0,9495.0,6997.0,1,87730.0,1,28.0,4.0,23.3,1,0,397.0,0.0
21.0,0,2,3,0,3,79.0,22591.0,2792.0,4,86483.0,1,30.0,2.0,25.9,0,0,829.0,0.0
37.0,0,0,3,1,3,95.0,2965.0,2091.0,0,35809.0,1,44.0,2.0,29.9,1,1,680.0,0.0
58.0,0,3,2,3,5,79.0,32237.0,5204.0,5,61779.0,0,8.0,3.0,28.7,1,1,589.0,0.0
65.0,0,1,1,2,6,91.0,33447.0,2908.0,5,55077.0,0,1.0,2.0,19.5,2,1,499.0,1.0
27.0,0,2,3,1,5,11.0,12016.0,9868.0,3,57234.0,1,16.0,1.0,28.3,2,2,712.0,0.0
29.0,1,3,2,2,5,55.0,43522.0,1609.0,5,75784.0,1,0.0,1.0,23.9,1,2,522.0,0.0
67.0,0,1,1,2,2,59.0,39033.0,8497.0,1,95862.0,1,34.0,4.0,27.7,0,1,771.0,1.0
45.0,0,3,0,3,0,40.0,46829.0,5657.0,0,99508.0,0,5.0,2.0,32.6,2,2,786.0,0.0
44.0,1,2,3,2,6,98.0,10981.0,8695.0,5,74737.0,0,37.0,5.0,29.7,0,2,589.0,0.0
39.0,1,1,1,2,1,15.0,31299.0,2772.0,1,35770.0,0,10.0,4.0,21.2,0,2,591.0,1.0
51.0,1,3,0,1,0,52.0,35464.0,180.0,5,67986.0,0,6.0,1.0,22.9,0,0,517.0,0.0
58.0,1,1,0,3,6,15.0,19781.0,3455.0,3,67100.0,0,16.0,4.0,27.1,1,1,775.0,1.0
45.0,1,0,3,1,3,51.0,5258.0,3106.0,4,52556.0,1,27.0,1.0,25.7,2,0,538.0,1.0
60.0,0,3,0,3,6,88.0,35559.0,9975.0,5,105864.0,0,22.0,4.0,26.0,1,1,828.0,1.0
29.0,0,1,2,2,3,39.0,41045.0,4581.0,5,51675.0,0,37.0,2.0,28.8,1,2,825.0,0.0
30.0,0,1,1,2,1,79.0,33890.0,1198.0,5,129660.0,1,22.0,4.0,25.4,1,2,553.0,0.0
49.0,0,1,0,3,1,96.0,21395.0,7262.0,5,83572.0,1,40.0,5.0,28.0,1,1,660.0,1.0
68.0,1,1,1,3,0,98.0,10181.0,6549.0,4,106600.0,1,32.0,5.0,26.2,1,0,730.0,1.0
47.0,1,2,0,1,0,61.0,22804.0,2626.0,0,35667.0,1,6.0,3.0,26.6,1,2,446.0,0.0
47.0,1,2,1,1,2,86.0,8863.0,1128.0,4,90138.0,0,17.0,1.0,26.6,1,2,676.0,0.0
60.0,1,2,3,1,6,30.0,36267.0,8280.0,2,67278.0,0,3.0,4.0,23.2,2,2,589.0,0.0
39.0,0,1,2,1,0,99.0,813.0,1070.0,5,58072.0,0,11.0,4.0,28.8,0,2,831.0,1.0
52.0,1,3,0,0,6,68.0,35880.0,3559.0,5,26257.0,0,3.0,1.0,20.1,2,0,408.0,0.0
54.0,0,1,2,1,3,54.0,10609.0,1461.0,2,125990.0,1,13.0,1.0,19.2,2,2,353.0,0.0
52.0,1,2,3,1,0,17.0,32161.0,8646.0,2,87955.0,1,5.0,3.0,25.0,1,2,477.0,0.0
61.0,1,1,1,1,0,52.0,13740.0,761.0,5,80547.0,0,9.0,3.0,22.6,2,0,746.0,0.0
62.0,1,0,3,1,2,63.0,17275.0,3048.0,5,82049.0,1,15.0,2.0,21.7,0,0,734.0,0.0
57.0,1,2,1,0,3,31.0,36347.0,6016.0,5,90337.0,0,35.0,1.0,26.5,1,0,674.0,1.0
69.0,1,0,0,0,6,54.0,15490.0,384.0,1,80717.0,1,39.0,3.0,25.7,0,0,462.0,0.0
36.0,2,2,0,3,0,43.0,27634.0,9729.0,4,83496.0,0,13.0,5.0,26.8,2,0,428.0,0.0
30.0,1,3,2,1,5,76.0,29239.0,753.0,1,69992.5,1,22.0,4.0,20.4,0,1,480.0,0.0
34.0,0,1,1,1,0,22.0,45626.0,9881.0,3,77700.0,1,19.0,2.0,24.0,2,0,305.0,0.0
20.0,1,1,2,1,5,88.0,7540.0,6756.0,2,52470.0,1,43.0,4.0,27.4,2,0,325.0,1.0
68.0,1,2,3,1,6,18.0,19251.0,32.0,5,28292.0,1,35.0,2.0,32.5,0,0,589.0,0.0
37.0,0,3,1,3,5,30.0,39028.0,9140.0,2,65737.0,0,31.0,3.0,28.6,2,0,745.0,0.0
18.0,0,3,1,2,5,57.0,39792.0,1239.0,5,52753.0,1,42.0,5.0,26.1,0,2,823.0,0.0
63.0,0,3,2,3,2,49.0,30461.0,2132.0,3,87311.0,0,36.0,2.0,20.4,2,2,736.0,0.0
43.0,0,2,2,2,5,39.0,23692.0,285.0,2,55603.0,1,33.0,1.0,29.1,2,0,771.0,1.0
44.0,1,1,2,1,4,52.0,34138.0,160.0,5,69992.5,1,42.0,2.0,23.0,2,1,421.0,0.0
58.0,1,3,0,1,6,86.0,47986.0,2050.0,2,100840.0,0,12.0,4.0,29.4,0,1,407.0,0.0
19.0,0,0,0,3,6,33.0,23276.0,140.0,5,58934.0,0,20.0,5.0,27.1,2,0,312.0,0.0
40.0,1,2,3,3,6,8.0,11618.0,3700.0,2,75790.0,0,2.0,1.0,25.8,2,2,516.0,0.0
35.0,0,1,3,3,3,91.0,47050.0,4526.0,5,83152.0,0,32.0,3.0,24.0,0,0,609.0,0.0
57.0,0,2,0,1,0,31.0,11280.0,9650.0,5,61767.0,0,35.0,4.0,26.6,0,0,353.0,1.0
36.0,1,0,0,2,1,21.0,12313.0,2262.0,3,34374.0,0,9.0,1.0,25.6,2,0,479.0,0.0
39.0,0,3,0,3,5,42.0,39690.0,8469.0,3,70311.0,1,21.0,3.0,27.1,2,2,566.0,1.0
64.0,0,3,0,1,1,67.0,44356.0,4150.0,0,90368.0,0,6.0,3.0,27.1,0,1,748.0,0.0
22.0,1,0,1,2,5,19.0,47548.0,9039.0,5,44268.0,0,5.0,5.0,35.6,1,2,813.0,0.0
40.0,1,0,0,3,5,38.0,9064.0,5290.0,5,60206.0,1,14.0,1.0,27.3,2,0,385.0,0.0
61.0,1,0,2,2,2,47.0,36291.0,311.0,1,109073.0,1,38.0,2.0,27.1,2,2,741.0,1.0
48.0,2,0,2,1,0,93.0,38726.0,3800.0,5,69992.5,1,18.0,4.0,34.8,0,2,777.0,0.0
32.0,1,1,3,3,3,67.0,23541.0,6394.0,5,94659.0,0,41.0,5.0,26.6,2,1,740.0,0.0
45.0,1,2,3,0,3,10.0,5790.0,1488.0,5,28903.0,1,16.0,3.0,24.4,0,1,506.0,0.0
42.0,0,0,0,1,5,89.0,33421.0,2546.0,1,118171.0,0,13.0,2.0,32.6,2,2,589.0,0.0
47.0,0,2,3,1,3,40.0,41981.0,725.0,4,63363.0,0,37.0,4.0,25.5,1,0,522.0,0.0
65.0,1,3,0,0,2,90.0,43339.0,3832.0,5,77138.0,0,7.0,5.0,23.6,2,2,698.0,0.0
22.0,1,3,1,3,1,33.0,14573.0,7556.0,5,97935.0,1,27.0,3.0,25.7,1,0,550.0,0.0
29.0,0,0,0,3,4,36.0,39255.0,5807.0,2,20106.0,0,39.0,4.0,16.3,0,0,589.0,0.0
60.0,0,1,2,2,6,64.0,39743.0,8384.0,1,56760.0,1,13.0,2.0,23.8,2,2,793.0,0.0
64.0,1,3,1,3,5,12.0,18206.0,445.0,4,123310.0,1,3.0,3.0,19.4,0,2,783.0,0.0
43.0,1,3,3,0,2,64.0,39721.0,3174.0,5,20645.0,1,29.0,5.0,32.7,2,2,601.0,0.0
57.0,0,1,2,2,3,44.0,57.0,626.0,5,133984.5,0,23.0,2.0,18.2,1,1,474.0,1.0
60.0,1,0,3,2,2,14.0,45409.0,9403.0,5,121914.0,1,44.0,5.0,22.6,2,1,440.0,0.0
43.0,0,1,2,0,4,82.0,4365.0,8011.0,2,100993.0,0,28.0,5.0,19.5,2,1,433.0,0.0
53.0,0,3,1,2,3,13.0,3219.0,8716.0,5,73071.0,0,24.0,3.0,14.299999999999995,2,0,737.0,0.0
25.0,1,1,3,1,3,84.0,14204.0,2085.0,5,63806.0,0,26.0,5.0,20.4,1,0,323.0,0.0
41.0,0,1,2,0,0,66.0,15969.0,3252.0,1,53543.0,0,28.0,4.0,31.4,0,2,345.0,0.0
34.0,1,0,3,2,4,35.0,45226.0,1502.0,5,22720.0,0,13.0,3.0,31.6,1,1,650.0,1.0
59.0,1,2,0,2,2,54.0,31428.0,8718.0,5,42471.0,0,9.0,4.0,31.3,1,1,792.0,0.0
57.0,0,3,0,3,5,63.0,22376.0,1126.0,4,55943.0,0,24.0,4.0,24.3,0,1,654.0,0.0
53.0,1,3,0,2,6,71.0,2994.0,4835.0,5,69992.5,0,17.0,4.0,34.1,2,2,765.0,0.0
67.0,0,3,3,0,3,31.0,14384.0,6118.0,0,50337.0,0,37.0,1.0,22.6,0,0,365.0,0.0
52.0,1,2,1,1,4,7.0,43910.0,4356.0,4,51264.0,0,17.0,4.0,37.1,0,0,596.0,0.0
40.0,0,2,1,3,5,11.0,8074.0,5368.0,0,69992.5,1,26.0,3.0,20.4,0,2,420.0,0.0
42.0,0,3,3,3,4,39.0,17391.0,348.0,2,90727.0,0,19.0,1.0,27.1,0,1,832.0,0.0
29.0,0,2,3,3,1,69.0,24816.0,3022.0,5,34819.0,0,36.0,5.0,27.7,1,2,492.0,0.0
20.0,0,2,0,0,4,74.0,48194.0,9106.0,4,94383.0,1,33.0,1.0,30.7,0,2,544.0,1.0
56.0,0,2,0,1,0,76.0,20055.0,669.0,5,7244.5,0,20.0,5.0,28.9,0,2,644.0,0.0
27.0,0,3,0,1,4,30.0,32001.0,4199.0,5,46366.0,0,6.0,4.0,23.6,1,1,300.0,1.0
50.0,1,3,3,3,6,6.0,47320.0,1147.0,5,38930.0,1,20.0,3.0,24.6,2,2,440.0,0.0
47.0,0,2,0,1,5,82.0,36964.0,6334.0,5,90077.0,1,11.0,2.0,30.1,0,2,520.0,0.0
45.0,0,2,3,1,2,25.0,2881.0,2186.0,5,69992.5,1,28.0,2.0,22.9,0,0,492.0,0.0
52.0,1,2,3,2,2,59.0,49238.0,4040.0,1,88247.0,1,42.0,4.0,26.1,0,2,624.0,0.0
35.0,1,0,0,2,1,46.0,15503.0,6691.0,1,99880.0,1,10.0,2.0,30.2,1,2,544.0,0.0
26.0,0,1,0,3,5,67.0,42269.0,4567.0,3,133984.5,0,16.0,4.0,29.5,1,1,792.0,1.0
30.0,0,3,1,3,2,85.0,18673.0,3425.0,5,78276.0,1,35.0,3.0,27.5,1,2,834.0,1.0
36.0,0,0,1,3,5,79.0,2543.0,4250.0,5,47741.0,1,35.0,2.0,35.1,2,2,593.0,0.0
31.0,1,1,0,2,3,58.0,29644.0,764.0,4,66937.0,1,5.0,3.0,22.6,2,0,598.0,0.0
46.0,1,1,2,2,1,79.0,44621.0,371.0,5,69476.0,0,5.0,5.0,23.8,0,0,314.0,0.0
49.0,0,1,1,3,3,22.0,7800.0,5030.0,0,71966.0,0,39.0,5.0,24.5,0,1,713.0,1.0
64.0,0,1,0,1,2,55.0,17391.0,8716.0,3,63303.0,1,36.0,2.0,19.8,2,2,363.0,1.0
42.0,0,2,1,1,4,79.0,4465.0,2627.0,5,66066.0,1,18.0,4.0,27.3,1,2,405.0,0.0
41.0,0,1,0,2,0,74.0,19088.0,7585.0,0,13065.0,1,0.0,4.0,29.2,2,0,754.0,1.0
58.0,0,3,0,1,6,19.0,5827.0,3740.0,0,45441.0,1,41.0,5.0,14.4,2,2,676.0,0.0
58.0,1,3,0,0,6,92.0,47287.0,4144.0,3,83419.0,0,5.0,4.0,32.0,2,1,687.0,0.0
52.0,0,0,3,3,0,67.0,18193.0,5091.0,2,37126.0,0,22.0,4.0,28.3,0,1,842.0,1.0
42.0,1,0,2,1,3,36.0,32982.0,2431.0,2,57945.0,1,23.0,4.0,26.9,0,2,649.0,0.0
61.0,0,1,3,3,2,70.0,23294.0,1052.0,5,69992.5,1,0.0,1.0,28.2,0,1,353.0,0.0
34.0,1,3,0,2,2,85.0,22269.0,6167.0,2,61567.0,0,34.0,2.0,31.0,1,1,697.0,1.0
