id,age,gender,education,marital_status,workclass,occupation,hours_per_week,capital_gain,capital_loss,native_country,annual_income,loan_status,experience_years,job_satisfaction,bmi,smoking_status,physical_activity,credit_score,disease_risk
4334,24,Female,High School,Divorced,Unemployed,Machine-op-inspct,45,13108,1569,us,72230.0,approved,35,4,29.6,occasional,medium,724.0,1
4335,32,Male,PhD,Single,Private,Craft-repair,64,9755,2820,us,70504.0,approved,4,1,30.7,smoker,high,557.0,1
4336,47,Male,High School,Divorced,Unemployed,Prof-specialty,18,13548,523,,108822.0,denied,0,3,,smoker,low,317.0,0
4337,34,Male,Bachelors,Single,Self-Employed,Tech-support,14,32833,8371,Germany,69797.0,denied,38,5,25.4,occasional,medium,761.0,1
4338,35,Male,Bachelors,Married,Government,Sales,78,43314,4075,us,84209.0,approved,40,5,25.1,smoker,medium,,0
4339,49,Female,Bachelors,Married,Unemployed,Other-service,62,21404,5688,UK,44455.0,denied,28,5,25.1,non-smoker,high,816.0,1
4340,36,Female,High School,Divorced,Government,,7,24564,3489,Canada,38376.0,approved,1,2,23.0,occasional,medium,755.0,1
4341,43,Female,Masters,Widowed,Private,Other-service,10,18046,9050,,62564.0,approved,8,1,27.7,occasional,medium,342.0,0
4342,34,Male,High School,Single,Self-Employed,Sales,11,34664,7898,Mexico,58359.0,approved,2,1,25.1,smoker,medium,610.0,0
4343,67,Male,High School,Widowed,,,15,386,5732,Mexico,50006.0,approved,8,1,30.6,occasional,medium,650.0,1
4344,45,Female,Bachelors,Divorced,Self-Employed,Other-service,37,11711,6182,Germany,46916.0,approved,18,5,28.1,non-smoker,high,849.0,0
4345,58,Male,Bachelors,Divorced,,Machine-op-inspct,69,5789,4273,us,67534.0,approved,13,3,34.9,non-smoker,medium,432.0,0
4346,38,Male,Bachelors,Single,Government,Prof-specialty,90,45853,9702,Canada,100611.0,denied,2,5,32.6,occasional,medium,847.0,1
4347,54,Female,High School,Married,Government,Craft-repair,77,37519,9864,Canada,,denied,28,5,26.9,smoker,high,588.0,0
4348,60,Male,High School,Single,Self-Employed,Sales,8,27925,135,USA,89152.0,denied,26,3,25.1,non-smoker,low,673.0,1
4349,48,Female,Masters,Divorced,Unemployed,Sales,41,7435,1109,India,50065.0,approved,43,5,31.5,occasional,high,628.0,1
4350,24,Male,High School,Widowed,Unemployed,Machine-op-inspct,32,40268,7105,USA,59512.0,approved,31,1,,smoker,low,338.0,0
4351,45,Female,High School,Divorced,Private,Sales,379,46992,4511,Canada,1535490.0,approved,16,5,117.0,non-smoker,low,849.0,0
4352,58,Female,PhD,Married,Private,Tech-support,15,5989,8107,,75195.0,approved,28,2,26.6,non-smoker,low,477.0,1
4353,57,Male,High School,Widowed,Government,Machine-op-inspct,13,26433,2184,Canada,102645.0,denied,23,5,36.2,smoker,low,650.0,1
4354,29,Male,PhD,Divorced,Private,,57,36729,3662,Germany,30779.0,approved,42,1,33.8,smoker,medium,666.0,0
4355,23,Male,Masters,Married,Self-Employed,Tech-support,30,515,3577,Germany,52728.0,approved,34,2,20.2,non-smoker,low,378.0,0
4356,18,Female,PhD,Married,Self-Employed,Sales,73,28260,9383,Germany,36970.0,denied,17,5,23.2,non-smoker,low,778.0,1
4357,62,Male,PhD,Widowed,Government,Exec-managerial,18,33745,5934,Canada,102073.0,approved,38,5,25.3,occasional,medium,729.0,0
4358,27,Female,Bachelors,Single,Government,Sales,44,11542,8079,us,76856.0,denied,11,4,29.0,non-smoker,high,830.0,1
4359,29,Male,Masters,Widowed,Self-Employed,Exec-managerial,84,7635,8998,U.S.,73566.0,denied,3,4,28.0,smoker,medium,728.0,0
4360,36,Male,PhD,Married,Government,Other-service,74,27055,6608,India,75418.0,denied,37,2,24.6,occasional,low,825.0,0
4361,21,Male,Masters,Divorced,Government,Prof-specialty,41,9818,5408,us,59984.0,denied,14,2,35.7,smoker,low,659.0,0
4362,25,Female,Bachelors,Divorced,Self-Employed,,86,17144,3182,India,61092.0,denied,29,4,28.0,smoker,medium,637.0,1
4363,24,Female,Masters,Single,Government,Exec-managerial,43,15614,9551,Mexico,83457.0,approved,35,5,24.2,occasional,high,723.0,0
4364,26,Female,PhD,Divorced,Government,Craft-repair,82,9770,3997,us,87444.0,approved,44,2,29.7,occasional,low,606.0,1
4365,33,Female,PhD,Single,Unemployed,Prof-specialty,57,8282,172,USA,62590.0,denied,0,5,33.5,occasional,medium,,0
4366,41,Male,PhD,Married,Unemployed,Exec-managerial,46,48833,1419,U.S.,59210.0,approved,11,5,28.8,non-smoker,low,379.0,0
4367,63,Female,High School,Widowed,Self-Employed,Sales,35,30164,4150,Mexico,9783.0,denied,33,4,20.0,occasional,low,666.0,0
4368,44,Male,PhD,Single,Private,Craft-repair,80,33513,8580,U.S.,39557.0,approved,6,1,22.7,smoker,high,405.0,0
4369,28,Female,PhD,Widowed,Self-Employed,Exec-managerial,20,31322,2417,Canada,45065.0,denied,22,1,14.5,occasional,high,343.0,0
4370,28,Male,Bachelors,Single,Self-Employed,Prof-specialty,39,8434,6891,India,20725.0,approved,22,1,34.1,occasional,low,515.0,0
4371,45,Male,Masters,Married,Self-Employed,Exec-managerial,40,44425,5741,USA,70722.0,approved,12,1,25.9,non-smoker,low,522.0,0
4372,47,Male,PhD,Single,Private,Prof-specialty,78,19442,2134,,83612.0,denied,23,4,32.0,occasional,high,771.0,0
4373,69,Female,High School,Widowed,Self-Employed,Sales,30,36145,9903,us,95182.0,denied,36,1,31.3,smoker,medium,600.0,0
4374,41,Male,High School,Married,Unemployed,Tech-support,14,13223,8046,UK,94519.0,approved,36,5,22.2,occasional,low,776.0,0
4375,58,Male,Masters,Single,Government,Tech-support,12,41940,5812,Canada,37723.0,denied,24,1,14.3,non-smoker,low,528.0,0
4376,43,Male,PhD,Married,Self-Employed,Craft-repair,25,46293,5310,UK,130570.0,approved,24,2,30.8,non-smoker,medium,466.0,0
4377,36,Male,PhD,Divorced,Unemployed,Other-service,71,27790,8718,us,,denied,41,4,22.8,smoker,low,476.0,1
4378,60,Male,High School,Married,Government,Tech-support,16,8812,6143,,69826.0,approved,33,4,33.2,non-smoker,low,423.0,1
4379,59,Male,Masters,Divorced,Unemployed,Sales,81,834,3011,Germany,99502.0,approved,29,2,25.9,non-smoker,low,350.0,1
4380,62,Other,Masters,Married,Government,Machine-op-inspct,85,31268,4441,,53287.0,denied,13,2,33.1,occasional,high,702.0,1
4381,32,Female,Bachelors,Widowed,Self-Employed,,27,7428,8796,USA,64427.0,approved,33,2,,non-smoker,high,610.0,0
4382,29,Male,Bachelors,Divorced,Private,Other-service,5,21630,4863,U.S.,72075.0,denied,33,1,32.2,non-smoker,medium,521.0,1
4383,44,Female,PhD,Single,Self-Employed,Prof-specialty,65,44955,4643,Mexico,97784.0,approved,17,3,36.1,smoker,low,394.0,0
4384,63,Male,High School,Widowed,Private,Craft-repair,50,21549,7913,Mexico,87512.0,approved,33,5,28.3,non-smoker,medium,469.0,0
4385,47,Female,High School,Widowed,Government,Sales,89,20958,6039,UK,46422.0,denied,38,4,27.2,non-smoker,high,318.0,1
4386,26,Male,Bachelors,Single,Self-Employed,Machine-op-inspct,9,48583,1189,Canada,74598.0,approved,3,1,22.5,non-smoker,low,635.0,0
4387,53,Male,Masters,Married,Self-Employed,Prof-specialty,40,23519,9135,India,unknown,denied,41,1,29.8,smoker,medium,821.0,0
4388,48,Other,PhD,Divorced,Unemployed,Other-service,37,22404,147,Canada,31023.0,denied,24,1,33.6,occasional,high,452.0,0
4389,59,Female,PhD,Single,Unemployed,Exec-managerial,19,31735,8520,U.S.,74911.0,approved,38,5,23.1,occasional,low,312.0,0
4390,41,Male,PhD,Widowed,Private,Machine-op-inspct,31,19607,1261,USA,87872.0,approved,44,1,27.1,non-smoker,low,783.0,0
4391,39,Female,Bachelors,Divorced,Private,Exec-managerial,12,48384,2818,U.S.,94238.0,denied,41,2,25.6,smoker,high,569.0,1
4392,34,Female,High School,Married,Unemployed,Other-service,30,22105,3590,Canada,70561.0,approved,21,2,32.9,occasional,low,580.0,0
4393,66,Female,Masters,Married,Unemployed,Craft-repair,31,26497,7095,,50453.0,denied,22,2,18.1,smoker,high,,1
4394,21,Female,High School,Widowed,Government,Sales,78,16701,9180,Germany,,denied,40,5,26.1,non-smoker,low,550.0,1
4395,52,Female,Bachelors,Widowed,Government,Prof-specialty,26,36651,7959,UK,unknown,approved,39,5,23.8,smoker,low,734.0,1
4396,44,Female,High School,Married,Unemployed,Prof-specialty,92,44655,1538,UK,111099.0,denied,11,3,34.8,occasional,medium,674.0,0
4397,42,Female,Masters,Divorced,Unemployed,Tech-support,98,7637,9635,Mexico,5506.0,approved,36,4,28.8,smoker,low,746.0,0
4398,51,Female,Masters,Divorced,Private,Sales,6,34823,6223,UK,75989.0,denied,29,4,20.8,occasional,high,518.0,0
4399,60,Female,Bachelors,Married,Private,Craft-repair,79,8961,6247,us,100618.0,approved,13,4,27.1,non-smoker,medium,555.0,0
4400,41,Male,High School,Married,Private,Prof-specialty,75,10913,1485,Mexico,70716.0,denied,34,2,31.5,smoker,medium,566.0,0
4401,59,Male,Masters,Single,Private,Exec-managerial,66,18576,6795,us,133184.0,denied,4,2,22.8,smoker,high,,1
4402,59,Female,Bachelors,Divorced,Private,Other-service,51,25500,4585,us,76459.0,approved,38,5,27.2,smoker,high,315.0,1
4403,32,Male,PhD,Divorced,Unemployed,Other-service,49,27057,5387,Canada,103666.0,denied,26,2,25.9,occasional,low,813.0,0
4404,47,Female,Bachelors,Divorced,Private,Sales,6,2016,9410,U.S.,80694.0,denied,28,5,33.6,non-smoker,high,822.0,1
4405,28,Female,PhD,Divorced,,Sales,53,26538,4721,Germany,49324.0,approved,18,5,23.3,non-smoker,medium,460.0,1
4406,27,Female,High School,Widowed,Self-Employed,Machine-op-inspct,52,6720,9381,U.S.,66339.0,approved,34,1,37.2,non-smoker,low,780.0,0
4407,45,Female,High School,Widowed,Unemployed,Exec-managerial,36,32453,3673,UK,76337.0,approved,31,3,35.0,non-smoker,high,449.0,0
4408,24,Female,Masters,Married,Unemployed,Machine-op-inspct,25,11853,5094,U.S.,45457.0,approved,28,2,19.4,occasional,high,839.0,0
4409,20,Female,PhD,Single,Unemployed,Craft-repair,28,602,7169,U.S.,89230.0,approved,19,3,31.6,non-smoker,high,582.0,0
4410,36,Male,Masters,Married,Government,Other-service,82,23131,1839,U.S.,62371.0,approved,12,4,37.2,occasional,high,447.0,0
4411,64,Male,Bachelors,Single,Self-Employed,Prof-specialty,37,40722,9163,UK,,approved,0,4,23.6,non-smoker,high,552.0,0
4412,32,Female,Masters,Married,Private,Sales,92,23798,9601,Germany,,approved,4,1,31.0,occasional,high,806.0,0
4413,30,Male,Bachelors,Widowed,Unemployed,Exec-managerial,48,34072,4253,Germany,78798.0,denied,27,1,33.9,non-smoker,medium,701.0,0
4414,49,Male,High School,Married,Unemployed,,65,2265,977,USA,37620.0,denied,8,2,26.9,occasional,medium,538.0,1
4415,68,Male,Masters,Married,Unemployed,Other-service,25,42865,3729,Germany,53365.0,approved,26,2,32.1,occasional,low,564.0,0
4416,18,Female,PhD,Widowed,Self-Employed,Exec-managerial,47,18102,601,Canada,46519.0,approved,33,5,25.2,smoker,low,588.0,0
4417,25,Male,PhD,Married,Self-Employed,Craft-repair,43,496,2461,us,49121.0,denied,37,4,26.5,occasional,low,369.0,0
4418,24,Male,High School,Married,Self-Employed,Tech-support,87,26012,6597,Germany,66166.0,approved,31,5,34.8,non-smoker,high,641.0,0
4419,56,Male,Bachelors,Divorced,Self-Employed,,95,23021,6082,us,100397.0,approved,29,2,29.8,occasional,medium,454.0,1
4420,25,Male,High School,Divorced,Government,Tech-support,77,5284,1179,USA,34495.0,denied,13,5,20.2,occasional,medium,732.0,0
4421,63,Male,Bachelors,Married,Government,Tech-support,67,46077,7468,Mexico,122418.0,denied,29,2,31.3,smoker,high,626.0,0
4422,18,Male,Bachelors,Single,Private,Craft-repair,8,20313,5468,Canada,60590.0,denied,10,1,20.6,occasional,high,656.0,0
4423,19,Male,PhD,Divorced,Private,Prof-specialty,20,26147,3580,UK,83848.0,denied,27,3,22.6,smoker,low,846.0,0
4424,47,Male,PhD,Single,Government,Craft-repair,91,35048,8269,Canada,91457.0,denied,0,5,26.2,non-smoker,high,415.0,1
4425,20,Male,Bachelors,Married,Government,Tech-support,62,40233,3681,us,45910.0,approved,24,2,21.5,occasional,medium,436.0,0
4426,29,Female,Masters,Single,Government,Tech-support,61,10752,7027,Germany,60757.0,approved,23,2,26.4,smoker,high,unknown,0
4427,48,Female,Bachelors,Widowed,Self-Employed,Craft-repair,92,21658,7529,Germany,59654.0,approved,6,4,28.0,non-smoker,high,769.0,1
4428,53,Female,Masters,Married,Unemployed,Exec-managerial,60,23327,1968,USA,13703.0,approved,3,4,31.8,non-smoker,medium,437.0,1
4429,68,Female,Bachelors,Widowed,Government,Sales,32,21004,3125,us,66128.0,approved,11,5,26.0,non-smoker,high,625.0,0
4430,22,Male,Bachelors,Single,Private,Sales,6,36143,1279,Mexico,50699.0,denied,38,4,29.6,occasional,medium,,0
4431,35,Female,Masters,Divorced,Government,Sales,87,48037,8209,U.S.,87720.0,denied,32,3,30.3,smoker,low,848.0,0
4432,40,Male,PhD,Single,Self-Employed,Exec-managerial,49,37955,9590,Germany,39448.0,denied,32,3,24.6,non-smoker,medium,503.0,0
4433,24,Male,Bachelors,Divorced,Self-Employed,Craft-repair,37,33917,4775,Canada,112802.0,approved,41,3,29.0,smoker,medium,701.0,0
4434,63,Female,PhD,Married,Government,Sales,7,21844,2251,,91578.0,approved,2,4,29.0,non-smoker,low,482.0,0
4435,32,Male,High School,Widowed,Government,Craft-repair,11,43196,6582,Mexico,40019.0,approved,11,5,36.8,non-smoker,medium,752.0,0
4436,40,Female,Masters,Married,Unemployed,Prof-specialty,59,6715,8766,Germany,93970.0,denied,10,2,,occasional,medium,427.0,0
4437,41,Female,High School,Single,Government,Machine-op-inspct,15,35857,871,USA,83387.0,approved,4,1,30.2,non-smoker,medium,594.0,0
4438,50,Female,Bachelors,Single,Private,,17,43381,7804,USA,39632.0,denied,20,2,26.4,smoker,medium,515.0,0
4439,65,Female,PhD,Single,Unemployed,Craft-repair,87,29770,1763,Mexico,97962.0,approved,11,4,25.4,occasional,low,607.0,0
4440,47,Male,High School,Divorced,Private,Sales,85,48083,7238,Canada,40121.0,denied,19,5,26.0,non-smoker,medium,848.0,0
4441,61,Male,High School,Single,Government,Tech-support,65,3349,2447,Germany,,approved,35,4,26.4,occasional,medium,588.0,0
4442,51,Female,Masters,Widowed,Private,Sales,68,34252,4741,Mexico,84669.0,approved,20,3,23.0,smoker,high,617.0,0
4443,26,Male,Masters,Married,Government,Exec-managerial,7,27484,9524,Canada,77270.0,denied,27,1,26.3,occasional,high,792.0,0
4444,59,Female,Masters,Single,Private,Craft-repair,15,17177,3778,Canada,91558.0,approved,41,3,20.1,smoker,low,358.0,0
4445,48,Male,PhD,Divorced,Government,Sales,6,21992,775,USA,93628.0,denied,26,1,22.8,occasional,low,650.0,0
4446,56,Male,PhD,Married,Private,Craft-repair,20,2821,3709,Canada,45882.0,approved,21,3,,occasional,low,590.0,1
4447,18,Male,Bachelors,Widowed,Self-Employed,Prof-specialty,61,21681,7372,us,133643.0,approved,17,2,32.8,smoker,high,595.0,0
4448,50,Female,PhD,Married,Self-Employed,Prof-specialty,5,36846,8112,Mexico,91913.0,approved,22,2,22.5,occasional,medium,380.0,1
4449,50,Male,Bachelors,Divorced,Private,Sales,82,48738,8891,Canada,82812.0,approved,4,2,29.5,occasional,low,695.0,0
4450,52,Male,PhD,Divorced,Unemployed,Other-service,15,2468,7344,Mexico,68088.0,approved,30,1,32.6,non-smoker,high,463.0,1
4451,56,Female,PhD,Divorced,Unemployed,Exec-managerial,58,36890,8325,UK,68552.0,denied,28,1,29.8,non-smoker,low,604.0,0
4452,44,Female,Masters,Divorced,Unemployed,,67,32376,6992,India,70628.0,approved,32,2,19.9,non-smoker,high,511.0,1
4453,26,Female,High School,Widowed,Self-Employed,Tech-support,44,18231,4618,UK,57141.0,denied,9,1,23.0,smoker,high,411.0,0
4454,22,Male,Bachelors,Single,Self-Employed,Machine-op-inspct,64,37588,7099,us,64133.0,denied,31,3,13.7,smoker,medium,390.0,1
4455,69,Male,PhD,Single,Self-Employed,Tech-support,62,29396,676,Canada,33698.0,approved,2,3,28.3,occasional,medium,709.0,0
4456,58,Male,Bachelors,Single,Government,Prof-specialty,47,11114,5364,Canada,96203.0,approved,31,5,26.8,smoker,medium,661.0,1
4457,28,Female,PhD,Married,Self-Employed,Sales,91,49413,1873,Canada,89423.0,denied,38,3,32.3,smoker,high,unknown,0
4458,48,Female,Bachelors,Widowed,Government,Machine-op-inspct,16,13238,8206,Mexico,62911.0,approved,25,1,23.3,smoker,low,503.0,0
4459,63,Male,Masters,Divorced,Unemployed,Other-service,85,15542,407,Canada,52022.0,denied,40,3,29.9,non-smoker,high,721.0,0
4460,60,Female,Bachelors,Married,Self-Employed,Prof-specialty,27,14782,2020,us,66882.0,denied,26,2,29.9,occasional,medium,733.0,0
4461,50,Female,PhD,Married,Unemployed,Tech-support,16,48601,6435,USA,93457.0,approved,41,4,31.0,smoker,high,444.0,0
4462,46,Male,High School,Widowed,Self-Employed,Craft-repair,12,46815,9685,Germany,89853.0,approved,26,3,26.9,non-smoker,medium,565.0,0
4463,20,Female,High School,Married,Government,Prof-specialty,14,27416,2863,Germany,69174.0,denied,35,3,12.5,non-smoker,medium,472.0,0
4464,43,Female,Masters,Single,Private,Sales,95,47057,1121,U.S.,61653.0,denied,11,2,35.9,occasional,medium,511.0,0
4465,18,Male,PhD,Married,Self-Employed,,40,25394,7233,Canada,43848.0,approved,7,2,27.4,non-smoker,high,unknown,0
4466,32,Male,PhD,Widowed,Self-Employed,Other-service,45,20119,3409,Mexico,76706.0,approved,28,5,33.5,occasional,low,687.0,0
4467,21,Female,Masters,Married,Government,Craft-repair,48,47553,8377,Germany,61342.0,approved,14,1,24.1,smoker,low,,0
4468,29,Male,PhD,Married,,Other-service,53,34414,717,USA,unknown,denied,10,3,26.2,occasional,low,521.0,0
4469,39,Male,High School,Widowed,Unemployed,Tech-support,78,20093,9134,USA,41213.0,denied,23,2,29.6,occasional,low,775.0,1
4470,41,Female,Bachelors,Widowed,Unemployed,Other-service,75,7352,6850,us,37998.0,approved,23,1,31.1,non-smoker,medium,738.0,0
4471,50,Female,High School,Married,Unemployed,Prof-specialty,7,44030,468,UK,85950.0,approved,39,1,,smoker,medium,394.0,1
4472,34,Female,Masters,Married,Unemployed,Tech-support,72,7246,4010,Mexico,83437.0,approved,38,1,27.8,non-smoker,medium,707.0,0
4473,40,Female,Masters,Widowed,Self-Employed,Craft-repair,67,39678,5994,Mexico,100556.0,denied,23,3,33.1,occasional,high,349.0,0
4474,44,Female,PhD,Widowed,Unemployed,Exec-managerial,79,7002,7205,UK,102118.0,approved,2,5,36.3,smoker,low,848.0,1
4475,46,Female,PhD,Divorced,Private,Prof-specialty,75,25505,7660,U.S.,112396.0,denied,3,2,30.7,smoker,medium,305.0,0
4476,32,Female,High School,Widowed,Self-Employed,Exec-managerial,75,14742,4260,Germany,48282.0,approved,6,2,27.7,occasional,high,,1
4477,58,Male,Masters,Single,Unemployed,Machine-op-inspct,14,23820,4163,Mexico,unknown,denied,22,3,36.0,occasional,medium,700.0,0
4478,38,Female,PhD,Single,Private,Craft-repair,47,6820,8689,India,79957.0,denied,3,5,35.6,occasional,medium,340.0,1
4479,64,Male,PhD,Married,Government,Machine-op-inspct,84,4323,5482,UK,41209.0,approved,30,2,31.0,non-smoker,low,401.0,1
4480,61,Male,Bachelors,Widowed,,Craft-repair,30,22491,8406,India,37875.0,approved,37,3,31.0,occasional,high,806.0,0
4481,42,Female,High School,Married,Government,Prof-specialty,69,30678,7744,U.S.,43900.0,denied,20,5,26.8,occasional,high,812.0,1
4482,34,Female,High School,Married,Private,,92,41532,3778,Mexico,74022.0,approved,4,3,21.9,non-smoker,medium,409.0,0
4483,59,Male,Bachelors,Single,Unemployed,Machine-op-inspct,49,24775,8310,Canada,51511.0,approved,18,2,30.4,occasional,medium,unknown,0
4484,30,Female,PhD,Widowed,Self-Employed,Craft-repair,83,5988,6139,us,48881.0,denied,2,3,28.5,smoker,medium,478.0,0
4485,60,Female,Bachelors,Married,Private,Prof-specialty,70,35635,6166,Germany,28550.0,approved,12,5,29.8,non-smoker,medium,596.0,0
4486,25,Male,PhD,Single,Government,Prof-specialty,6,6134,4082,,106362.0,denied,30,4,33.0,smoker,low,537.0,1
4487,63,Female,High School,Married,Government,Other-service,61,15882,5643,Canada,62897.0,denied,39,4,26.2,occasional,low,509.0,0
4488,57,Female,PhD,Widowed,Private,Prof-specialty,37,24198,7756,Canada,84742.0,denied,27,3,,occasional,medium,342.0,1
4489,68,Male,High School,Widowed,Unemployed,Prof-specialty,8,45629,4726,UK,35537.0,approved,36,1,27.9,smoker,medium,616.0,1
4490,52,Male,High School,Single,Private,Exec-managerial,77,32030,442,Canada,,approved,22,5,33.8,smoker,medium,762.0,0
4491,68,Female,High School,Widowed,Self-Employed,Exec-managerial,83,43913,6556,U.S.,84078.0,approved,17,3,21.4,smoker,high,839.0,0
4492,44,Female,Masters,Divorced,Government,Exec-managerial,96,17525,3622,Germany,62960.0,approved,23,3,28.2,occasional,medium,312.0,0
4493,43,Male,Bachelors,Widowed,Unemployed,Prof-specialty,87,35337,6558,U.S.,122805.0,denied,12,1,31.6,smoker,high,447.0,0
4494,63,Male,PhD,Single,Self-Employed,Prof-specialty,57,23391,2653,India,73171.0,approved,12,1,19.7,non-smoker,low,788.0,1
4495,68,Female,High School,Divorced,,,33,3119,3130,Germany,84870.0,approved,11,4,25.8,non-smoker,medium,691.0,0
4496,21,Female,PhD,Married,Self-Employed,Sales,28,6184,7771,India,73241.0,denied,17,3,32.9,non-smoker,low,405.0,0
4497,61,Male,High School,Widowed,Private,Other-service,92,38204,8395,Germany,51248.0,denied,33,1,27.1,smoker,low,305.0,1
4498,46,Female,Masters,Divorced,Unemployed,Other-service,62,21583,4494,Mexico,15976.0,denied,41,1,32.6,non-smoker,high,654.0,1
4499,58,Male,Masters,Divorced,Private,Craft-repair,97,21332,9217,us,27506.0,approved,30,4,25.2,smoker,low,332.0,0
4500,19,Male,Bachelors,Widowed,,Exec-managerial,53,26042,9097,USA,100488.0,denied,15,1,21.6,occasional,low,440.0,1
4501,66,Female,Masters,Single,Unemployed,Prof-specialty,51,25448,3391,Canada,27451.0,approved,26,1,31.2,smoker,low,387.0,0
4502,59,Male,Bachelors,Single,Government,Exec-managerial,99,41245,8984,UK,92360.0,approved,24,2,25.5,smoker,low,808.0,0
4503,27,Female,Masters,Widowed,Self-Employed,Tech-support,50,43898,7729,Mexico,83525.0,denied,29,1,20.2,smoker,low,314.0,0
4504,18,Male,PhD,Single,Unemployed,Machine-op-inspct,10,12030,4178,India,60005.0,approved,7,4,32.5,smoker,medium,819.0,1
4505,45,Male,PhD,Widowed,Government,Machine-op-inspct,27,13823,8748,UK,73733.0,denied,2,3,30.9,smoker,low,614.0,1
4506,47,Female,Masters,Divorced,Self-Employed,Tech-support,38,19160,5911,us,90112.0,denied,10,2,27.7,non-smoker,high,803.0,1
4507,65,Female,PhD,Widowed,,Craft-repair,34,18639,3850,Canada,69730.0,denied,40,5,29.7,occasional,high,679.0,0
4508,33,Male,High School,Widowed,Government,,84,36491,1299,U.S.,125111.0,denied,5,5,33.5,smoker,high,,1
4509,31,Male,PhD,Single,Private,Tech-support,87,32118,7094,Mexico,63347.0,denied,5,1,18.5,smoker,high,332.0,0
4510,68,Male,Bachelors,Married,Unemployed,Machine-op-inspct,13,42643,6651,Canada,55301.0,denied,34,2,36.2,occasional,low,415.0,0
4511,32,Male,PhD,Divorced,Private,Prof-specialty,6,11698,5798,us,61966.0,denied,34,2,28.4,occasional,high,762.0,0
4512,41,Female,Bachelors,Divorced,Self-Employed,Tech-support,64,48691,6791,Germany,94379.0,approved,12,1,25.3,occasional,low,729.0,1
4513,46,Male,PhD,Divorced,Government,Machine-op-inspct,74,30815,9800,Canada,unknown,denied,18,4,26.0,occasional,medium,702.0,1
4514,53,Male,High School,Widowed,Unemployed,Tech-support,41,24790,8381,U.S.,13688.0,approved,11,5,30.4,non-smoker,low,695.0,0
4515,51,Male,High School,Married,,Tech-support,32,12424,8901,USA,94133.0,approved,28,5,,smoker,low,316.0,0
4516,21,Female,High School,Widowed,Unemployed,Other-service,43,120,7270,Germany,59288.0,approved,21,4,28.8,non-smoker,medium,489.0,0
4517,45,Male,PhD,Widowed,Government,Prof-specialty,23,44880,2805,India,46657.0,denied,20,2,35.2,smoker,medium,788.0,0
4518,47,Female,Bachelors,Widowed,Private,Exec-managerial,66,3105,4510,U.S.,,approved,41,3,31.2,non-smoker,high,439.0,0
4519,38,Female,Masters,Divorced,Self-Employed,Craft-repair,44,17895,2905,us,112565.0,denied,13,4,32.4,non-smoker,high,714.0,0
4520,24,Male,Bachelors,Divorced,Self-Employed,Sales,68,30224,3247,UK,74585.0,denied,44,4,30.5,occasional,low,338.0,0
4521,67,Male,Bachelors,Single,Government,Tech-support,30,19844,545,Canada,33884.0,denied,10,4,28.0,occasional,low,751.0,1
4522,56,Male,High School,Married,Government,Prof-specialty,13,29254,4374,India,49300.0,denied,13,4,17.8,smoker,high,403.0,0
4523,68,Male,PhD,Widowed,Self-Employed,Other-service,67,20273,9811,,117983.0,approved,4,4,36.8,smoker,high,409.0,0
4524,48,Male,PhD,Widowed,Private,Sales,6,41818,3660,Mexico,78127.0,denied,11,5,26.6,non-smoker,medium,586.0,0
4525,33,Male,Bachelors,Married,Self-Employed,Prof-specialty,30,24193,2462,UK,71616.0,denied,24,1,20.4,non-smoker,low,443.0,0
4526,46,Male,PhD,Single,Private,Craft-repair,67,15519,8174,U.S.,unknown,denied,40,5,22.7,smoker,medium,300.0,0
4527,49,Male,High School,Single,Unemployed,Exec-managerial,26,47721,7731,Germany,20615.0,denied,31,1,26.7,occasional,medium,595.0,0
4528,31,Female,High School,Divorced,Government,Machine-op-inspct,49,13729,534,UK,67184.0,approved,34,1,23.0,non-smoker,medium,704.0,1
4529,31,Male,PhD,Divorced,Government,Other-service,77,14571,435,UK,47244.0,denied,24,5,22.2,smoker,low,763.0,0
4530,66,Male,High School,Married,Private,Exec-managerial,36,16184,3143,us,69482.0,approved,42,3,31.2,smoker,high,671.0,0
4531,48,Male,Masters,Married,Government,Craft-repair,81,37541,7451,us,,approved,19,2,25.0,non-smoker,high,386.0,0
4532,57,Male,High School,Widowed,Self-Employed,Machine-op-inspct,6,46324,3754,USA,75625.0,denied,1,4,21.8,smoker,low,477.0,1
4533,21,Male,PhD,Married,Self-Employed,Tech-support,95,8032,6585,India,78188.0,denied,14,4,33.2,occasional,medium,591.0,0
4534,29,Female,High School,Single,Self-Employed,Prof-specialty,95,20359,5344,UK,54419.0,denied,10,3,27.1,non-smoker,low,402.0,0
4535,61,Female,High School,Single,Self-Employed,Sales,26,6740,7289,India,74545.0,denied,18,1,22.8,occasional,high,777.0,0
4536,64,Other,Masters,Single,Private,Sales,92,24093,1981,us,81188.0,denied,10,2,35.9,occasional,high,831.0,0
4537,62,Female,PhD,Divorced,Unemployed,Prof-specialty,83,10813,3960,UK,89977.0,denied,31,2,25.3,smoker,high,821.0,1
4538,69,Male,High School,Widowed,Private,Machine-op-inspct,5,12533,3294,us,105265.0,approved,8,5,28.0,non-smoker,low,404.0,1
4539,48,Female,PhD,Widowed,Government,Sales,26,30254,6716,India,61571.0,denied,36,5,25.3,non-smoker,medium,620.0,0
